评论内容,fenci,主题概率,主题类型
一次很愉快的旅行，小管家很热情做事有条理也细心,愉快 管家 热情 做事 细心,"[(0, 0.012821473), (1, 0.012821507), (2, 0.012821514), (3, 0.012821519), (4, 0.012821412), (5, 0.012821523), (6, 0.012821525), (7, 0.012821468), (8, 0.012821426), (9, 0.01282149), (10, 0.84614205), (11, 0.012821583), (12, 0.01282151)]",10
朋友很喜欢，很多细节，管家下楼接的我们。位置也很方便,朋友 喜欢 细节 管家 下楼 位置,"[(0, 0.010989597), (1, 0.010989536), (2, 0.010989545), (3, 0.010989562), (4, 0.010989458), (5, 0.33252376), (6, 0.01098951), (7, 0.010989487), (8, 0.010989607), (9, 0.5465912), (10, 0.010989599), (11, 0.010989627), (12, 0.010989542)]",9
服务不错，干净整洁， 位置很方便，也不会太吵，,不错 干净 整洁 位置,"[(0, 0.015384838), (1, 0.0153848855), (2, 0.015384878), (3, 0.015384783), (4, 0.01538491), (5, 0.015385003), (6, 0.015385097), (7, 0.015384917), (8, 0.81538105), (9, 0.015384905), (10, 0.015384895), (11, 0.015384893), (12, 0.015384933)]",8
干净卫生，地址位置好，小姑娘服务态度很好,干净 卫生 地址 位置 服务态度,"[(0, 0.012820926), (1, 0.012820966), (2, 0.012820985), (3, 0.012820885), (4, 0.012820881), (5, 0.8461484), (6, 0.012820933), (7, 0.012820995), (8, 0.012821253), (9, 0.012820928), (10, 0.0128209125), (11, 0.012820998), (12, 0.0128210075)]",5
小姐姐很热情 地理位置确实离各个景点都很近,热情 地理位置 确实 景点,"[(0, 0.01538535), (1, 0.015385328), (2, 0.015385293), (3, 0.015385847), (4, 0.0153856585), (5, 0.015385417), (6, 0.015385347), (7, 0.015385531), (8, 0.01538539), (9, 0.015385522), (10, 0.015385509), (11, 0.81537455), (12, 0.0153852375)]",11
服务很好，小姐姐也很耐心解决问题,耐心 解决问题,"[(0, 0.025643272), (1, 0.025643475), (2, 0.025643272), (3, 0.69227916), (4, 0.025643272), (5, 0.02564368), (6, 0.025643272), (7, 0.025643572), (8, 0.025643673), (9, 0.025643272), (10, 0.025643405), (11, 0.025643272), (12, 0.025643377)]",3
非常不错，一直在住这里！,不错,"[(0, 0.038461883), (1, 0.038461678), (2, 0.038461693), (3, 0.0384617), (4, 0.03846186), (5, 0.038461685), (6, 0.5384582), (7, 0.038461648), (8, 0.038462054), (9, 0.038461857), (10, 0.03846207), (11, 0.038461823), (12, 0.038461786)]",6
不错的体验，位置好交通便利,不错 体验 位置 交通 便利,"[(0, 0.01282091), (1, 0.012820949), (2, 0.012821103), (3, 0.0128209675), (4, 0.01282093), (5, 0.01282092), (6, 0.012821073), (7, 0.012821038), (8, 0.8461478), (9, 0.012821143), (10, 0.01282109), (11, 0.012820931), (12, 0.012821162)]",8
就很赞，特别是服务态度。,服务态度,"[(0, 0.038463295), (1, 0.03846261), (2, 0.03846342), (3, 0.03846299), (4, 0.03846261), (5, 0.0384639), (6, 0.03846261), (7, 0.038463578), (8, 0.038463634), (9, 0.0384628), (10, 0.03846323), (11, 0.03846315), (12, 0.53844213)]",12
酒店整体环境优美 干净又卫生,酒店 整体 环境优美 干净 卫生,"[(0, 0.012821848), (1, 0.012821537), (2, 0.012821891), (3, 0.0128213), (4, 0.012821508), (5, 0.012821427), (6, 0.012821352), (7, 0.8461417), (8, 0.012821728), (9, 0.012821321), (10, 0.012821597), (11, 0.012821422), (12, 0.012821406)]",7
地理位置优越，设施新,地理位置 优越 设施,"[(0, 0.019231822), (1, 0.019231917), (2, 0.01923161), (3, 0.01923179), (4, 0.019231657), (5, 0.019231668), (6, 0.019231597), (7, 0.7692191), (8, 0.019231617), (9, 0.019231806), (10, 0.019231869), (11, 0.019231608), (12, 0.01923194)]",7
都挺好的，,挺好,"[(0, 0.03846315), (1, 0.038463373), (2, 0.03846315), (3, 0.03846315), (4, 0.038463876), (5, 0.53844124), (6, 0.03846315), (7, 0.03846315), (8, 0.03846315), (9, 0.03846315), (10, 0.03846315), (11, 0.03846315), (12, 0.03846315)]",5
民宿正正在市中心，附近就是太平老街和坡子街，逛街很方便。我们住的房间行风，非常整齐简洁，设计感十足，可惜隔音效果不太好，半夜仍然听到外面马路行车和夜店的声音，民宿有为我们准备蒸气眼罩和耳塞，可惜我对声音比较敏感，影响睡眠。整体感觉￼还是不错的，推荐！,民宿 市中心 老街 坡子 逛街 房间 行风 简洁 可惜 隔音 效果 不太好 听到 马路 行车 夜店 声音 民宿 蒸气 眼罩 耳塞 可惜 声音 敏感 睡眠 整体 感觉 不错 推荐,"[(12, 0.9692281)]",12
房间很干净,房间 干净,"[(0, 0.025641406), (1, 0.025641454), (2, 0.025641585), (3, 0.025641391), (4, 0.025641274), (5, 0.025641529), (6, 0.025641544), (7, 0.6923025), (8, 0.025641588), (9, 0.02564148), (10, 0.025641268), (11, 0.025641466), (12, 0.025641488)]",7
地面卫生、毛巾卫生、装修风格、待客热情度、洗浴设施、交通便利性令我满意,地面 卫生 卫生 装修 风格 待客 热情 洗浴 设施 交通 便利性 满意,"[(7, 0.92898756)]",7
一家闹中取静的民宿 位置很方便 北正街走到尽头左拐就到啦 和外卖小哥这么说一准找到 在好几家民宿里面挑挑选选 最终选择了烟霞里 真的没让我失望 我最看中的卫生 位置 安静 都齐全了 而且房间空间比我想象中要大多了 还有卫生间是我没想到的 感觉都可以放下一个小床了 我要推荐给我身边所有的朋友,民宿 位置 正街 外卖 小哥 一准 找到 民宿 挑选 选择 烟霞 失望 看中 卫生 位置 房间 空间 想象 卫生间 感觉 放下 小床 推荐 朋友,"[(12, 0.9630739)]",12
没做攻略所以在携程上随意订的，没想到意外的惊喜！首先地点很方便，去哪都很近，坐落最繁华地带的小巷子里，真的别有一番风情。其次内部装修很日式，床品很舒适，还有浴缸，累了可以泡个澡。旁边就有一家咖啡店，老板的手冲咖啡很好喝 下次来我还要住这里,攻略 携程 意外 惊喜 地点 坐落 繁华 地带 风情 装修 日式 床品 舒适 浴缸 咖啡店 老板 手冲 咖啡 好喝,"[(7, 0.95383865)]",7
房间很不错，干净，设施齐全，到了酒店老板来迎接，主动帮拿行李，关心有没有吃早饭，介绍附近小吃粉店。由于我们到的太早还没到入住时间，行李帮先寄存，我们出发岳麓山游玩，回来路上客服电话说已收拾好房间，行李已放置房间，很贴心，回到酒店房间空调已开好，美美的睡了个下午觉。周围其他商户正好在装修，略微有些美中不足，整体入住体验还是很,房间 不错 干净 设施 酒店 老板 迎接 行李 关心 有没有 早饭 介绍 小吃 粉店 没到 入住 时间 行李 帮先 寄存 出发 游玩 回来 客服 电话 收拾 房间 行李 放置 房间 贴心 回到 酒店 房间 空调 开好 商户 正好 装修 整体 入住 体验,"[(2, 0.97853136)]",2
订了3个房间在前栋一起的，小朋友们玩得非常开心，房间都很宽敞，还有一个很大的露台，在城市里这样的民宿应该很少见吧。地理位置也很好，去哪儿都方便，民宿老板推荐的馆子味道很赞。,房间 小朋友 开心 房间 宽敞 很大 露台 民宿 地理位置 民宿 老板 推荐 馆子 味道,"[(7, 0.9384562)]",7
总体来说不错，房间打扫的很干净，小姐姐人也很，因为订的房间旁边在装修很吵，沟通后也主动帮我们换了房间。所以很荣幸前栋和后栋都有机会体验了一下。 前栋：房间比较大，有浴缸和大阳台，床垫比较硬（喜欢睡软床垫的不要订前栋）前栋入口平时人走动的比较少，所以比较安静，但是正好旁边商家在装修，早上会比较吵。 后栋：房间比较小，位置靠后，比前栋稍微安静一点，但是走动的人会比前栋多，半夜会听到脚步声（建议楼梯铺个软垫），床比前栋房间床舒服。 总的来说，还是一家不错的民宿，老板娘人不错，细节方面再把控下会更好。,总体 不错 房间 打扫 干净 房间 装修 沟通 房间 机会 体验 房间 浴缸 阳台 床垫 喜欢 床垫 走动 正好 商家 装修 房间 位置 走动 人会 听到 脚步声 建议 楼梯 软垫 房间 舒服 不错 民宿 老板娘 不错 细节 控下,"[(8, 0.9763298)]",8
长沙一直是我向往的梦想之城之一 去年因为疫情而搁置 今年终于和家人成行 极力推荐这家民宿 烟霞里 坐落在潮宗街旁的小弄堂里 闹中取静 房间的设计也很有风格 民宿总共分为前栋 中间栋 后栋 前栋临街而设 有个独立小阳台 但关门之后却一点也不吵闹 若说唯一美中不足的就是没有电梯 但是美女老板娘会很热情的帮忙拿行李,梦想 疫情 搁置 家人 成行 民宿 烟霞 坐落 潮宗 弄堂 房间 风格 民宿 分为 独立 阳台 关门 吵闹 电梯 美女 老板娘 热情 帮忙 行李,"[(2, 0.9630736)]",2
我们四个人均 下来一百多 很便宜服务特别热情 超级大的四个箱子 小姐姐帮我们都搬了上去 房间装修很有格调 很美 后门出去就是露天的休闲区 整个氛围一下假上来了 很有格调,便宜 热情 箱子 房间 装修 格调 后门 露天 休闲 氛围 格调,"[(3, 0.92307097)]",3
房间超级干净 觉得输密码不方便 小姐姐直接给了房卡 提前告诉你外卖地址 一下高铁立马点起来 到了民宿外卖就到了 茶颜悦色炫起 民国风的外立面建筑 我们选的是日式榻榻米 整体位置距离商圈非常近 也非常好找 去橘子洲2站地铁 去岳麓山3站地铁 步行国金中心 坡子街 太平街等等基本上10-15分钟都能到 给房东小姐姐一个小建议：配个冰箱就完美啦～,房间 干净 密码 房卡 提前 告诉 外卖 地址 高铁 民宿 外卖 炫起 民国 外立面 建筑 日式 榻榻米 整体 位置 距离 商圈 好找 地铁 地铁 步行 国金 中心 坡子 房东 建议 冰箱 完美,"[(8, 0.9720254)]",8
民宿在潮宗街口的一家小巷子里，门前是老青石板路，想要体验老长沙风情的人千万不要错过。日式风格深得我心，床和榻榻米垫子都很舒服 厕所非常大，整个空间都很干净且明亮。值得推荐！,民宿 潮宗 青石板路 想要 体验 风情 错过 日式 风格 榻榻米 垫子 舒服 厕所 空间 干净 明亮 值得 推荐,"[(12, 0.95141274)]",12
房间设计不错 灯很多 可以非常明亮  这点真的很不错！！ 卫生间蛮大 非常干净。有阳台 晚上可以吃夜宵 早上起来拍照也很好看  位置就在潮宗街  楼下就是茶颜悦色潮宗街店 每天晚上回去搞两杯  人不多 等候时间10-20分钟就可以 完美。顺便说一下！楼下的小浣熊海鲜好好吃,房间 不错 明亮 不错 卫生间 干净 阳台 拍照 好看 位置 宗街 街店 回去 等候 时间 完美 顺便 浣熊 好吃,"[(12, 0.9538427)]",12
长沙之行住过的最最满意的一间民宿！！在潮宗街口这里的一个小独栋，外立面有点小日式的复古风格，走进巷子就真正感受到了老长沙的韵味。我们订的房间在3楼，提前联系一下老板亲自把行李拿上来，由于天气太热，老板还会提前把空调打开，服务真的太周到了！重点是卫生打扫真的很干净，住过很多民宿，这家绝对是高标准，我光脚走地上都的！配套设施这些也齐全，还有沐浴露也好好用，已经种草了！总而言之是我觉得超级满意的一家！下次来长沙我一定再来！,满意 民宿 潮宗 外立面 日式 风格 走进 巷子 感受 韵味 房间 提前 老板 行李 拿上来 天气 老板 提前 空调 打开 周到 重点 卫生 打扫 干净 民宿 高标准 光脚 配套 设施 种草 满意,"[(3, 0.9720258)]",3
这是我住过最舒服干净的民宿，非常值得推荐来长沙旅游的朋友们一定要尝试一下哦，最重要的点是晚上很安静，出行也很方便，并且民宿姐姐人也非常不错哦会分享很多攻略参考，住的位置离黄兴步行街和国金超级近走路15分钟左右,干净 民宿 值得 推荐 朋友 出行 民宿 姐姐 不错 分享 攻略 参考 位置 步行街 国金 走路,"[(9, 0.9456987)]",9
老板娘人很好很 住名宿真的超有亲切感 重点名宿很干净 沐浴露 洗发水 老板娘一点也不吝啬 都用中上的生活用品 推荐推荐,老板娘 名宿 超有 亲切感 重点 名宿 干净 老板娘 吝啬 生活用品 推荐 推荐,"[(6, 0.92899066)]",6
地理位置离主要商圈都很近，民宿跟着导航找也很好找，点外卖也很方便。 房东姐姐人超好会帮你搬行李和拿外卖（当然你得先跟人家联系好） 民宿在巷子里很安静，房间也很干净，总体而言性价比很不错，推荐！ 计划下次来长沙住住其他的房间嘿嘿,地理位置 商圈 民宿 跟着 导航 好找 外卖 房东 姐姐 超好 行李 外卖 民宿 巷子 房间 干净 性价比 不错 推荐 计划 房间,"[(3, 0.8793157), (6, 0.08222008)]",3
很庆幸找到了一家这么舒服的民宿，全房的榻榻米地垫踩上去脚感超舒服，重点是卫生打扫的很干净，地理位置也不错，马路边走进小巷30米就到了，非常方便。推荐给来长沙玩的朋友。,庆幸 找到 舒服 民宿 全房 榻榻米 地垫 脚感 舒服 重点 卫生 打扫 干净 地理位置 不错 走进 小巷 推荐 朋友,"[(10, 0.95384294)]",10
找了好长时间才发现在弄堂里打了电话才找到，房间的装饰挺有特色的比照片好看，位置也挺好就在潮宗街里面离五一广场近，周边就有茶颜和烧烤各种吃的，有一点就是酒店用品一般，浴巾有点掉毛，用的是电卫浴，水有时不够热，可以改善，老板很热情，卫生打扫的很干净,好长时间 发现 弄堂 电话 找到 房间 装饰 特色 照片 好看 位置 宗街 茶颜 烧烤 酒店用品 浴巾 改善 老板 热情 卫生 打扫 干净,"[(2, 0.9598635)]",2
这家民宿真的非常好！是在一个安静的小巷子里，给人非常安逸放松的感觉！环境、地理位置、服务、卫生都很好！阳台舒服极了，吹着夜晚的微风看看城市的夜景，自成一道风景！,民宿 放松 感觉 环境 地理位置 卫生 阳台 舒服 微风 夜景 自成 风景,"[(0, 0.9289896)]",0
这次是带着老妈老爸还有孩子一家五口出行的，定了两间房，两间房装修都很特别，干净，位置超好，潮宗古街本身就是景点，而且到长沙的主要景点都不远。周围吃饭的地方很多，能品尝很多当地特色美食。老板娘人也很好，温柔的很呢，服务也很好，来长沙一定要住这里哦！,老妈 老爸 孩子 出行 两间房 两间房 装修 干净 位置 超好 景点 景点 吃饭 地方 品尝 特色美食 老板娘 温柔 要住,"[(11, 0.95384306)]",11
闹中取静的一家民宿，地理位置非常方便，后巷穿出去就是潮宗街的茶颜悦色。酒店设施也非常不错，各种摆设能看出房主的精心布置，密码锁，无需携带房卡。强推这家民宿！,民宿 地理位置 后巷 穿出去 酒店设施 不错 摆设 房主 精心 布置 密码锁 无需 携带 房卡 民宿,"[(6, 0.94230425)]",6
