Unnamed: 0,发表时间,作者,评级,标题,内容,fenci,sentiment,主题概率,主题类型
,2024-06-03 15:55:08,筽好吃与否吃饭,1,无语,天天零帧起手跳淘宝，只要挂后台一秒钟 秒跳广告 而且是零帧起手 怎么淘宝给你了😅😅😅,起手 后台 广告 起手,负面,"[(0, 0.013335043), (1, 0.8133094), (2, 0.013335052), (3, 0.01333505), (4, 0.01333504), (5, 0.01333504), (6, 0.013335041), (7, 0.013335041), (8, 0.013335045), (9, 0.013335041), (10, 0.013335043), (11, 0.013335041), (12, 0.01333504), (13, 0.013335041), (14, 0.01333504)]",1
,2024-06-03 15:30:16,…hqk,2,开屏广告太多,广告太多、太频繁了,广告 频繁,负面,"[(0, 0.022222858), (1, 0.022223026), (2, 0.022223048), (3, 0.022223018), (4, 0.022222817), (5, 0.022222824), (6, 0.02222286), (7, 0.68887967), (8, 0.022222867), (9, 0.02222282), (10, 0.022222873), (11, 0.022222852), (12, 0.022222832), (13, 0.022222847), (14, 0.022222817)]",7
,2024-06-03 14:29:29,avzcom,1,全是切屏广告,在台10分钟就算了有广告就算了，一拉后台立马播放广告什么意思,了有 广告 后台 播放 广告,负面,"[(0, 0.011111362), (1, 0.2068671), (2, 0.46262816), (3, 0.011111375), (4, 0.011111361), (5, 0.011111357), (6, 0.011111361), (7, 0.011111375), (8, 0.011111371), (9, 0.011111368), (10, 0.1971684), (11, 0.01111136), (12, 0.011111356), (13, 0.011111364), (14, 0.011111356)]",2
,2024-06-03 13:52:02,陈睿死了男的死了,1,再在宠物视频下推荐爱猫tv陈瑞被碎尸万段,（该条评论已经被删除）不如爱男,评论 删除,负面,"[(0, 0.022222241), (1, 0.022222238), (2, 0.022222238), (3, 0.022222238), (4, 0.022222267), (5, 0.68888855), (6, 0.022222253), (7, 0.022222238), (8, 0.02222226), (9, 0.02222225), (10, 0.022222249), (11, 0.022222275), (12, 0.022222241), (13, 0.02222225), (14, 0.022222243)]",5
,2024-06-03 13:12:45,Timestrider,1,每年 618 就很穷疯了一样跳淘宝,垃圾东西,垃圾,负面,"[(0, 0.033333533), (1, 0.533331), (2, 0.033333536), (3, 0.03333347), (4, 0.033333465), (5, 0.033333465), (6, 0.033333533), (7, 0.033333607), (8, 0.033333488), (9, 0.033333454), (10, 0.033333465), (11, 0.03333347), (12, 0.033333577), (13, 0.03333346), (14, 0.033333477)]",1
,2024-06-03 13:11:54,维维23456,1,细数B站的七大罪！广告泛滥！,（该条评论已经被删除）1.回到站就要重新看一遍广告2.3.只要触发就会跳转到天猫，淘宝或者京东。4.】扭一扭广告是默认开启状态，且不会告诉用户可关闭其广告。5.视频内容推荐，每刷新10条就含有一条广告，甚至有贷款广告。6.且分布各个角落，极其容易点击进入7.充斥大量转载投自制的视频内容不加以监管。8.,评论 删除 回到 看一遍 广告 触发 跳转 广告 默认 开启 状态 告诉 用户 关闭 广告 视频 内容 推荐 刷新 含有 广告 贷款 广告 分布 角落 点击 充斥 转载 自制 视频 内容,负面,"[(3, 0.19116804), (5, 0.48117217), (8, 0.073036574), (13, 0.23167442)]",5
,2024-06-03 12:57:38,Henry.Jiang IOS,1,开屏广告太恶心了,冷启动开屏广告我能理解，打开后切换一下，不管几秒钟，切回来必定出现开屏广告，真是恶心死了。今年会员到期后，果断卸载，越来越垃圾。希望有其它好的平台替代这玩意,开屏 广告 理解 打开 切换 几秒钟 回来 开屏 广告 恶心 会员 卸载 垃圾 希望 平台 玩意,负面,"[(1, 0.40876976), (3, 0.54024076)]",3
,2024-06-03 12:56:52,ZerongYu,1,开屏广告跳转,开屏广告跳转,开屏 广告 跳转,负面,"[(0, 0.01666673), (1, 0.016666763), (2, 0.016666763), (3, 0.7666657), (4, 0.016666725), (5, 0.016666727), (6, 0.016666727), (7, 0.016666725), (8, 0.01666674), (9, 0.01666673), (10, 0.01666673), (11, 0.016666729), (12, 0.016666733), (13, 0.016666727), (14, 0.016666727)]",3
,2024-06-03 12:40:19,王者ry策划司马,1,开会员为什么去不了广告？,每次从微信切回站都会再看一遍广告，真的是儍铋，想圈钱想疯了吗？墨索里旎。,切回 看一遍 广告 圈钱,负面,"[(0, 0.8131602), (1, 0.013345726), (2, 0.0133457305), (3, 0.013345724), (4, 0.013345693), (5, 0.0133457035), (6, 0.013345699), (7, 0.013345694), (8, 0.013345701), (9, 0.0133457035), (10, 0.013345699), (11, 0.013345698), (12, 0.013345694), (13, 0.013345705), (14, 0.013345693)]",0
,2024-06-03 12:39:41,扬乖,1,疯狂切屏广告,天天跳转广告 真恶心 所有软件里就站最频繁,跳转 广告 恶心 软件 频繁,负面,"[(0, 0.011111557), (1, 0.011111568), (2, 0.011111566), (3, 0.6199407), (4, 0.011111555), (5, 0.011111551), (6, 0.011111572), (7, 0.23560901), (8, 0.011111566), (9, 0.0111115575), (10, 0.011111573), (11, 0.011111571), (12, 0.011111564), (13, 0.011111554), (14, 0.011111549)]",3
,2024-06-03 12:39:09,Gasaist,1,司马批站,主页全是标题党广告，视频里面全是各种跳转弹窗左上角还有那个云电视的广告，早点死吧,主页 标题 广告 视频 跳转 弹窗 电视 广告,负面,"[(2, 0.44431445), (3, 0.29215866), (8, 0.17461605)]",2
,2024-06-03 12:26:56,Pro Macmillan,2,广告跳转也太™烦了,要说观看和投稿体验也就那样，完事广告跳转倒是玩的挺花,观看 投稿 体验 完事 广告 跳转,负面,"[(3, 0.39100218), (5, 0.48515335)]",5
,2024-06-03 12:19:18,三好0.0,1,开屏的时候手机动一下就跳转广告,开屏的时候手机动一下就跳转广告,开屏 手机 跳转 广告,负面,"[(0, 0.013333396), (1, 0.013333414), (2, 0.013333416), (3, 0.81333244), (4, 0.013333391), (5, 0.013333395), (6, 0.013333395), (7, 0.013333393), (8, 0.013333401), (9, 0.013333396), (10, 0.013333399), (11, 0.013333393), (12, 0.013333398), (13, 0.013333393), (14, 0.013333391)]",3
,2024-06-03 10:55:27,尼尼去哪了,1,垃圾软件,打开就是广告，没摇都跳,打开 广告 没摇,负面,"[(0, 0.016673176), (1, 0.016673189), (2, 0.016673192), (3, 0.7665755), (4, 0.016673172), (5, 0.016673174), (6, 0.016673176), (7, 0.016673176), (8, 0.016673177), (9, 0.016673174), (10, 0.016673176), (11, 0.016673176), (12, 0.016673174), (13, 0.016673177), (14, 0.016673172)]",3
,2024-06-03 10:00:27,atctaec,1,扭一扭广告能不能撕啊,每次一开手机动一动就给我开淘宝，不如下次直接绑定开站就要先开淘宝得了，里面的内容也全部做成18+，不然也对不起你这广告费,手机 绑定 内容 做成 广告费,负面,"[(0, 0.01111376), (1, 0.011113747), (2, 0.011113757), (3, 0.011113805), (4, 0.011113753), (5, 0.0111137675), (6, 0.011113761), (7, 0.011113756), (8, 0.18194073), (9, 0.011113768), (10, 0.011113768), (11, 0.011113753), (12, 0.0111137545), (13, 0.51320326), (14, 0.17149085)]",13
,2024-06-03 09:36:30,❄️❄️子,1,b站开屏广告给我死,站现在开屏广告也太烦了，看视频中途切出去3秒钟再切回来都会有开屏广告，几乎每次都会误触，有时候莫名其妙就跳转了，现在更愿意刷抖音的长视频,开屏 广告 太烦 视频 切出去 秒钟 回来 开屏 广告 误触 跳转 刷抖 视频,负面,"[(1, 0.44037515), (6, 0.07101561), (8, 0.4314451)]",1
,2024-06-03 07:03:45,Cc7220,1,每次打开就往淘宝跳转,每次打开就往淘宝跳转，答辩公司早点破产,打开 跳转 答辩 公司 破产,负面,"[(0, 0.01112232), (1, 0.011122344), (2, 0.0111222975), (3, 0.48007146), (4, 0.0111222975), (5, 0.0111222975), (6, 0.011122296), (7, 0.3753385), (8, 0.011122387), (9, 0.0111222975), (10, 0.011122298), (11, 0.0111222975), (12, 0.011122296), (13, 0.011122298), (14, 0.011122333)]",3
,2024-06-03 06:02:58,冰雪星瑞,1,大会员也有广告,就算大会员切换的时候还是有广告 脸都不要了,会员 切换 广告,负面,"[(0, 0.76666415), (1, 0.016667003), (2, 0.01666693), (3, 0.016666893), (4, 0.016666817), (5, 0.016666817), (6, 0.016666826), (7, 0.016666818), (8, 0.016666831), (9, 0.01666682), (10, 0.016666835), (11, 0.016666822), (12, 0.016666818), (13, 0.016666824), (14, 0.016666815)]",0
,2024-06-03 05:29:11,大力出奇迹的水手,1,超级大会员也逃不过看广告,我一个超级大会员，在手机上的打开时，也逃不过自动打开并跳转至淘宝，咱就说，这吃相是不是有点太难看了？,会员 手机 打开 逃不过 打开 跳转 难看,负面,"[(3, 0.8833127)]",3
,2024-06-03 05:04:08,VI son,1,升级完了听书定时会闪退，完全用不了定时功能了,（该条评论已经被删除）你们听书定时会闪退吗？,评论 删除 闪退,负面,"[(0, 0.016666723), (1, 0.016666729), (2, 0.016666723), (3, 0.016666733), (4, 0.016666744), (5, 0.52327913), (6, 0.2600533), (7, 0.016666742), (8, 0.016666742), (9, 0.016666736), (10, 0.016666729), (11, 0.016666748), (12, 0.016666723), (13, 0.016666733), (14, 0.016666725)]",5
,2024-06-03 02:54:50,妗辞,1,恶心东西,一直跳别的 这么喜欢恶心你大爹们？司马的东西 垃圾软件,喜欢 恶心 垃圾 软件,负面,"[(0, 0.013333469), (1, 0.01333347), (2, 0.013333464), (3, 0.013333541), (4, 0.013333481), (5, 0.01333344), (6, 0.8133314), (7, 0.0133334845), (8, 0.013333462), (9, 0.013333459), (10, 0.013333449), (11, 0.013333503), (12, 0.013333467), (13, 0.0133334445), (14, 0.01333344)]",6
,2024-06-03 00:37:36,94818584,1,天天跳转其他平台，天天闪退，一天闪退三四次,一直在闪退啊,闪退,负面,"[(0, 0.03333343), (1, 0.033333447), (2, 0.03333343), (3, 0.033333458), (4, 0.033333432), (5, 0.03333344), (6, 0.53333193), (7, 0.033333477), (8, 0.03333344), (9, 0.033333443), (10, 0.03333343), (11, 0.033333432), (12, 0.03333343), (13, 0.033333436), (14, 0.03333343)]",6
,2024-06-03 00:25:20,Cailgun,1,太垃圾了，切换应用也有开屏广告,希望大家都卸载,希望 卸载,负面,"[(0, 0.022222573), (1, 0.022222567), (2, 0.022222612), (3, 0.68888366), (4, 0.022222599), (5, 0.022222681), (6, 0.022222636), (7, 0.022222597), (8, 0.02222257), (9, 0.022222565), (10, 0.022222605), (11, 0.022222606), (12, 0.022222584), (13, 0.022222567), (14, 0.022222575)]",3
,2024-06-03 00:22:03,sM广告sM,1,首页广告真的逆天,（该条评论已经被删除）进站就弹广告，右下角设置一个跳过按钮，点了跳过也给你传送去广告，手机拿在手里稍微动一下也被传送去广告，我放在桌子上动都不动也能被传送去广告，就这一个问题恶心人，其他还好，就这广告,评论 删除 进站 广告 按钮 传送 广告 手机 传送 广告 放在 桌子 上动 不动 传送 广告 恶心 还好 广告,负面,"[(3, 0.12985742), (6, 0.8267999)]",6
,2024-06-02 22:23:37,vdhahavuq,1,𣎴稳定,更新后老闪退和直播黑屏,闪退,负面,"[(0, 0.03333343), (1, 0.033333447), (2, 0.03333343), (3, 0.033333458), (4, 0.033333432), (5, 0.03333344), (6, 0.53333193), (7, 0.033333477), (8, 0.03333344), (9, 0.033333443), (10, 0.03333343), (11, 0.033333432), (12, 0.03333343), (13, 0.033333436), (14, 0.03333343)]",6
,2024-06-02 22:02:16,鸢白凌月,1,开屏广告,都年费大会员了 息屏再开屏就是个5秒的开屏广告，还是晃动手机转跳的那种，真恶心！,费大 会员 开屏 开屏 广告 晃动 手机 转跳 恶心,负面,"[(3, 0.5735357), (9, 0.33975878)]",3
,2024-06-02 19:37:35,DF pangpang,1,广告多的和策划马的毛一样,广告多的和户口本一样,广告 户口本,负面,"[(0, 0.022237673), (1, 0.022237848), (2, 0.022237781), (3, 0.022237763), (4, 0.022237655), (5, 0.022237657), (6, 0.022237673), (7, 0.022237659), (8, 0.6886723), (9, 0.022237655), (10, 0.022237672), (11, 0.022237666), (12, 0.022237657), (13, 0.022237666), (14, 0.022237655)]",8
,2024-06-02 18:54:42,厉害腻😋,1,开屏广告真的烦,每次打开或者切出去再回来都要看广告 真的很影响体验 烦死了,打开 切出去 回来 广告 体验 烦死,负面,"[(1, 0.41679093), (3, 0.45936486)]",3
,2024-06-02 18:24:17,sssssrzzrzr,1,投屏,（该条评论已经被删除）十次有九次搜不到投屏设备，怎么设置都没用，低能,评论 删除 不到 投屏 没用 低能,负面,"[(4, 0.866635)]",4
,2024-06-02 17:30:17,喜欢打电动的白月𣁽,1,忘本了,现在开始向钱看齐了，广告到处都是，稍有不注意就点进去了，恶心至极。最重要的是管理层绝壁有50，在细微之处会发现价值观导有大问题，早晚把自己玩死。,广告 恶心 至极 管理层 绝壁 细微 发现 价值观 导有 玩死,负面,"[(12, 0.9151149)]",12
,2024-06-02 17:24:54,杀死坏东西,1,恶心,只要到了购物节，打开软件自动跳转打开淘宝。,购物 打开 软件 跳转 打开,负面,"[(0, 0.011111232), (1, 0.011111239), (2, 0.011111239), (3, 0.8444426), (4, 0.011111231), (5, 0.0111112315), (6, 0.011111307), (7, 0.0111112455), (8, 0.0111112455), (9, 0.011111238), (10, 0.011111236), (11, 0.011111246), (12, 0.011111238), (13, 0.0111112315), (14, 0.011111229)]",3
,2024-06-02 16:09:32,CrazyHuo,1,广告,广告有多有多离谱大家都心里有数,广告 离谱,负面,"[(0, 0.022222714), (1, 0.022222739), (2, 0.02222274), (3, 0.688882), (4, 0.022222701), (5, 0.022222707), (6, 0.022222709), (7, 0.022222737), (8, 0.02222271), (9, 0.022222701), (10, 0.022222714), (11, 0.022222726), (12, 0.022222703), (13, 0.022222707), (14, 0.022222701)]",3
,2024-06-02 15:51:45,取个不重复的昵称,1,跳转广告,（该条评论已经被删除）跳转广告，跳转广告，跳转广告，跳转广告，跳转广告，跳转广告，跳转广告，跳转广告，跳转广告，跳转广告，跳转广告……,评论 删除 跳转 广告 跳转 广告 跳转 广告 跳转 广告 跳转 广告 跳转 广告 跳转 广告 跳转 广告 跳转 广告 跳转 广告 跳转 广告,负面,"[(3, 0.96266645)]",3
,2024-06-02 15:31:55,唯一今麦郎,1,这是淘宝？,（该条评论已经被删除）这个其实是淘宝对吧？每次打开都自动打开淘宝，真恶心,评论 删除 打开 打开 恶心,负面,"[(0, 0.011111147), (1, 0.011111143), (2, 0.011111146), (3, 0.52860427), (4, 0.011111167), (5, 0.32695076), (6, 0.011111152), (7, 0.01111115), (8, 0.011111157), (9, 0.011111153), (10, 0.01111115), (11, 0.0111111635), (12, 0.011111146), (13, 0.011111153), (14, 0.011111145)]",3
,2024-06-02 14:54:47,没有终点的路,1,跳窗广告,现在切个软件，再切回来就是广告，动一下就跳窗,软件 回来 广告 跳窗,负面,"[(0, 0.013336647), (1, 0.8132869), (2, 0.013336659), (3, 0.013336657), (4, 0.013336639), (5, 0.013336642), (6, 0.0133366715), (7, 0.013336654), (8, 0.013336665), (9, 0.013336649), (10, 0.01333665), (11, 0.013336659), (12, 0.01333665), (13, 0.013336642), (14, 0.01333664)]",1
,2024-06-02 14:54:07,签名王233,2,越更新越差,短视频会卡，刷一个人的主页视频显示不全，都更新了啥啊？越来越不好用了，还有那个广告，防不胜防，吃相越来越难看了,视频 主页 视频 显示 广告 难看,负面,"[(1, 0.8666649)]",1
,2024-06-02 14:43:55,¥¥；夹文件夹,1,广告越来越多。,点开就跳转淘宝，不知道还以为下了个淘宝呢。哪里那么多恶心人的广告。里面广告多也就算了，一点开就自动跳转也是真够恶心人了。,点开 跳转 恶心 广告 广告 跳转 真够 恶心,负面,"[(3, 0.89627737)]",3
,2024-06-02 14:17:16,cllddgfop60246,1,这软件与賊为伍！,（该条评论已经被删除）这个软件越来越垃圾了，与盗贼同伙，快倒闭吧，下贱！下贱！总宣传学生和毕业，还能有点出息吗？受众人群能吸引点高端人士吗？让人看不起！赶紧倒闭吧！和国外的软件比不了。,评论 删除 软件 垃圾 盗贼 同伙 倒闭 下贱 下贱 学生 毕业 出息 受众 人群 吸引 高端 人士 看不起 倒闭 软件,负面,"[(12, 0.95553446)]",12
,2024-06-02 14:15:47,0d01111,2,内容还行,广告真的烦人，一推就有广告,广告 烦人 广告,负面,"[(0, 0.016668158), (1, 0.016668184), (2, 0.7666457), (3, 0.016668193), (4, 0.016668152), (5, 0.01666815), (6, 0.016668161), (7, 0.016668154), (8, 0.016668156), (9, 0.016668148), (10, 0.016668169), (11, 0.01666816), (12, 0.01666815), (13, 0.016668156), (14, 0.016668148)]",2
,2024-06-02 13:54:10,B站强制诱导用户更新,1,强制诱导用户更新,对于旧版本7的用户，要充电计划看充电视频，而充电视频无法打开，找不到充电视频专属按钮，因此只能去主页找到充电按钮进行自定义充电。完成充电后，依旧无法查看充电视频，因此不得已更新到7版本，看到充电视频还是无法查看，找到客服，被告知自定义充电跟充电视频充电不一样，无法观看充电视频。我诉求，对自定义充电进行退款，站以我没有更新，没有仔细看协议等，各种理由不予退款。只有更新了才能看到专属充电按钮的这种行为，是一种变相的强制更新，是一种侵犯消费者权益的严重违规行为！,用户 充电 计划 充电 视频 充电 视频 打开 不到 充电 视频 专属 按钮 只能 主页 找到 充电 按钮 充电 充电 查看 充电 视频 版本 充电 视频 查看 找到 客服 告知 充电 充电 视频 充电 观看 充电 视频 诉求 充电 退款 仔细 协议 理由 不予 退款 专属 充电 按钮 变相 强制 侵犯 消费者 权益,负面,"[(2, 0.98271203)]",2
,2024-06-02 12:52:38,．．789,1,越来越臭,什么都没点一会跳京东一会跳淘宝，有病啊！新番也不买，一天全是广告，不知道钱是不是又被谁贪了,没点 广告,负面,"[(0, 0.022225183), (1, 0.6888475), (2, 0.022225223), (3, 0.022225216), (4, 0.022225175), (5, 0.022225175), (6, 0.022225183), (7, 0.022225177), (8, 0.022225183), (9, 0.022225175), (10, 0.022225179), (11, 0.022225179), (12, 0.022225175), (13, 0.022225179), (14, 0.022225175)]",1
,2024-06-02 12:45:30,KizunaKaf,1,审核像没有一样,不知道现在怎么回事，这半年来站推送的东西是越来越逆天了，恐怖恶心的，纯卖肉的，禁番，自传电视剧，各种各样乱七八糟的东西满天飞。我只能说还好我已经过了塑造三观的年龄，不然天天看这些垃圾还不知道会长成什么漠视规则又有暴力倾向人呢。替刷站的小孩捏把汗。相关部门没人管管吗？,推送 逆天 恐怖 恶心 卖肉 禁番 电视剧 只能 还好 塑造 年龄 垃圾 会长 漠视 规则 暴力 倾向 替刷站 小孩 相关 部门,负面,"[(7, 0.079502694), (12, 0.881082)]",12
