内容,主题概率,主题类型
坑人 不粉 不面 难吃 气死,"[(0, 0.020857936), (1, 0.020896778), (2, 0.020893285), (3, 0.020868849), (4, 0.41927382), (5, 0.020869527), (6, 0.020854943), (7, 0.45548487)]",7
好吃 第一次 好吃 假贝 南瓜 搞不懂 商家 手段 客服 不想 购买,"[(0, 0.0104316315), (1, 0.01043541), (2, 0.01042581), (3, 0.010442204), (4, 0.010429567), (5, 0.010433284), (6, 0.010428729), (7, 0.92697334)]",7
商家 确认 南瓜 第一次 品质 后才 收到 品质 很嫩 不粉 不甜 苦味,"[(2, 0.9325616)]",2
一点 不好 时间 太软,"[(0, 0.025048546), (1, 0.8247359), (2, 0.025024457), (3, 0.025033157), (4, 0.025075778), (5, 0.025034748), (6, 0.025022486), (7, 0.025024908)]",1
两次 第一次 个果 第二次 个果 第二次 大小 均匀 可怜,"[(0, 0.6658413), (1, 0.012506402), (2, 0.012537373), (3, 0.012508185), (4, 0.012506326), (5, 0.15167193), (6, 0.11991781), (7, 0.012510679)]",0
收到 货太 难吃 水分 一点 几天 昨天,"[(0, 0.015646644), (1, 0.27182722), (2, 0.6342656), (3, 0.015653888), (4, 0.015646044), (5, 0.015655424), (6, 0.015649557), (7, 0.01565561)]",2
家小 南瓜 真的 南瓜 一点 一点 好吃,"[(0, 0.015640482), (1, 0.89048386), (2, 0.015640607), (3, 0.015641449), (4, 0.015641052), (5, 0.0156548), (6, 0.015634295), (7, 0.015663462)]",1
好吃 黑心 商家 发货 速度 好吃,"[(0, 0.017868327), (1, 0.017897954), (2, 0.017874697), (3, 0.017872812), (4, 0.87480974), (5, 0.01791413), (6, 0.017868444), (7, 0.017893929)]",4
南瓜 南瓜 几个 人才 一顿 多年 网购 评价,"[(0, 0.902548), (1, 0.013927896), (2, 0.013913253), (3, 0.013915247), (4, 0.013908206), (5, 0.0139479395), (6, 0.013912061), (7, 0.01392734)]",0
口感 发货 大小不一 菜场 南瓜 好吃,"[(0, 0.017874015), (1, 0.32476526), (2, 0.017881917), (3, 0.017879445), (4, 0.5679404), (5, 0.017890705), (6, 0.017869515), (7, 0.01789873)]",4
骗人 收到 假货 一点 正宗 南瓜 骗人 他家 南瓜 一点 好吃,"[(0, 0.01044008), (1, 0.4911157), (2, 0.4462765), (3, 0.0104287565), (4, 0.010428052), (5, 0.010443344), (6, 0.010430422), (7, 0.010437135)]",1
肉包 夸张 所买 南瓜 难吃 水气 一点 不面 难吃 至此 肉包子 烂货,"[(1, 0.2324702), (4, 0.7096951)]",4
超级 样子 中果 请问 小果 超级 从来不 喜欢 差评 失望,"[(0, 0.011382642), (1, 0.011387862), (2, 0.29288903), (3, 0.011373505), (4, 0.011372871), (5, 0.35427397), (6, 0.29592228), (7, 0.0113978125)]",5
大果 中果 发货 二箱 无语,"[(0, 0.27593246), (1, 0.020895733), (2, 0.020901665), (3, 0.020890566), (4, 0.020898595), (5, 0.59869105), (6, 0.020891119), (7, 0.020898817)]",5
不错 真的 不好 建议 购买 蒸熟 谨慎 购买,"[(0, 0.013906367), (1, 0.013897874), (2, 0.013899121), (3, 0.013896748), (4, 0.013907008), (5, 0.902688), (6, 0.013893994), (7, 0.013910839)]",5
全家福,"[(0, 0.06264366), (1, 0.06264379), (2, 0.062643744), (3, 0.06264383), (4, 0.06264383), (5, 0.06264367), (6, 0.5614936), (7, 0.06264392)]",6
大小 相差太大,"[(0, 0.041720808), (1, 0.04166878), (2, 0.70817846), (3, 0.041697595), (4, 0.041670136), (5, 0.041720103), (6, 0.041675333), (7, 0.04166878)]",2
满意 个差,"[(0, 0.041668437), (1, 0.041670527), (2, 0.7083107), (3, 0.041672047), (4, 0.0416694), (5, 0.041671596), (6, 0.041668437), (7, 0.04166881)]",2
南瓜 难以 下咽,"[(0, 0.031284038), (1, 0.03129525), (2, 0.031284112), (3, 0.031288736), (4, 0.03128068), (5, 0.03127848), (6, 0.031342633), (7, 0.7809461)]",7
最差 贝瓜 直播间 东西 不好 再也不会 东西 慎重,"[(0, 0.551991), (1, 0.0139024025), (2, 0.3645699), (3, 0.013912483), (4, 0.013911402), (5, 0.013918086), (6, 0.013901167), (7, 0.013893633)]",0
几次 特别 一点 不面 一分 价钱 一分货,"[(0, 0.015655437), (1, 0.015645158), (2, 0.015652843), (3, 0.1939614), (4, 0.015638994), (5, 0.015665073), (6, 0.015648149), (7, 0.71213293)]",7
一分钱 一分货 歪瓜 裂枣 假贝 南瓜 一共 畸形 不粉,"[(0, 0.012573419), (1, 0.012532192), (2, 0.012556168), (3, 0.8196733), (4, 0.012523094), (5, 0.012509184), (6, 0.012510454), (7, 0.10512217)]",3
南瓜 今晚 难吃 一点,"[(0, 0.025026243), (1, 0.8248128), (2, 0.025024405), (3, 0.025021765), (4, 0.025021357), (5, 0.025026247), (6, 0.02502003), (7, 0.025047157)]",1
新鲜 收到 货后 两个 坏掉,"[(0, 0.020882277), (1, 0.02088736), (2, 0.020889366), (3, 0.56332904), (4, 0.02087658), (5, 0.020895995), (6, 0.3113731), (7, 0.020866228)]",3
不粉 好吃,"[(0, 0.041689612), (1, 0.041733082), (2, 0.041722134), (3, 0.04168196), (4, 0.041685432), (5, 0.041723207), (6, 0.041669924), (7, 0.7080946)]",7
好吃 板栗 南瓜 出水 南瓜,"[(0, 0.020846479), (1, 0.020879239), (2, 0.020848583), (3, 0.020849906), (4, 0.020844735), (5, 0.020849742), (6, 0.020847304), (7, 0.854034)]",7
真心 一句 回头客 第一次 南瓜 口感 不沙 不面 那种 形容 两次 产品,"[(5, 0.5747838), (7, 0.3673779)]",5
正宗 南瓜 一点 不甜 失望,"[(0, 0.02085284), (1, 0.8540628), (2, 0.020849502), (3, 0.020842277), (4, 0.020839721), (5, 0.020845085), (6, 0.020844191), (7, 0.020863568)]",1
直播间 南瓜 水叽 一点 好吃 南瓜,"[(0, 0.017879847), (1, 0.01789772), (2, 0.01789032), (3, 0.3035655), (4, 0.017877134), (5, 0.017889569), (6, 0.017871441), (7, 0.5891285)]",7
生命 担保 假贝 一点 吧唧,"[(0, 0.020878276), (1, 0.020916369), (2, 0.020868255), (3, 0.020905886), (4, 0.020907164), (5, 0.020885231), (6, 0.8537515), (7, 0.020887347)]",6
水瓢 邋遢,"[(0, 0.041760385), (1, 0.04176046), (2, 0.7076768), (3, 0.041760486), (4, 0.041760486), (5, 0.04176039), (6, 0.04176045), (7, 0.041760538)]",2
下次 迟到 粉得 都水 好吃 不粉,"[(0, 0.017885435), (1, 0.017881664), (2, 0.1706376), (3, 0.01787506), (4, 0.017875597), (5, 0.0178928), (6, 0.017874265), (7, 0.7220776)]",7
收到 四个 两个 赔付 五块 第二天 切开 流水 寂寞 产品,"[(0, 0.011374534), (1, 0.0113811605), (2, 0.01138396), (3, 0.01137482), (4, 0.011381219), (5, 0.011375663), (6, 0.92035395), (7, 0.011374659)]",6
正宗 南瓜 不面 味道 值得 购买,"[(0, 0.017884867), (1, 0.017914336), (2, 0.01789699), (3, 0.017866038), (4, 0.017865133), (5, 0.21386999), (6, 0.01788369), (7, 0.67881894)]",7
那种 口感 不甜 失望,"[(0, 0.23425592), (1, 0.41381183), (2, 0.025058517), (3, 0.02500942), (4, 0.22675285), (5, 0.02502658), (6, 0.025026597), (7, 0.025058307)]",1
唯一 次差 评给 特别 难吃 一点,"[(0, 0.017890545), (1, 0.017911905), (2, 0.87475437), (3, 0.017880676), (4, 0.017885529), (5, 0.017899971), (6, 0.017882409), (7, 0.01789463)]",2
压根 正宗 南瓜 南瓜,"[(0, 0.025018433), (1, 0.025049705), (2, 0.025043203), (3, 0.025031293), (4, 0.025011878), (5, 0.0250105), (6, 0.025012063), (7, 0.8248229)]",7
收到 发现 箱子 打开 发现 两个 南瓜 流出 送给 朋友 好意思 告诉 昨天 见面 拍照 留证,"[(2, 0.91255176), (5, 0.0432327)]",2
大果 南瓜 商家 给我发 却是 南瓜 一点 好吃 骗人 商家,"[(0, 0.011376839), (1, 0.7472715), (2, 0.011377527), (3, 0.01137614), (4, 0.0113751115), (5, 0.18446769), (6, 0.011375139), (7, 0.0113801155)]",1
超市 差远了 一点 不甜 超级 中个 女生 拳头 小个 重点 一点 不甜 两个 一丝 甜味,"[(1, 0.68134934), (2, 0.12059777), (5, 0.15891175)]",1
南瓜 南瓜 明买 大果 全部都是 客服 打包 装错 离谱 消费者 傻子 欺骗 小果 还坏 几个 假贝 客服 态度 不好,"[(3, 0.1439086), (6, 0.8185059)]",6
第二次 购买 第一次 第三次 失望 本来 打算 回购 第一次 确实 好吃 第二次 第一次,"[(0, 0.9374451)]",0
水吧 不好,"[(0, 0.041806474), (1, 0.7076777), (2, 0.041736584), (3, 0.041740917), (4, 0.04185683), (5, 0.041743644), (6, 0.041727696), (7, 0.041710123)]",1
假贝,"[(0, 0.06251058), (1, 0.0625137), (2, 0.06250609), (3, 0.5623336), (4, 0.062534206), (5, 0.06251082), (6, 0.062549345), (7, 0.062541686)]",3
一点 好吃 直播间 好吃 欺骗 消费者,"[(0, 0.017864615), (1, 0.01788474), (2, 0.017901499), (3, 0.017869828), (4, 0.01787965), (5, 0.8748273), (6, 0.017892767), (7, 0.017879548)]",5
跟买 介绍 八叉 客服 放治 一段时间 感觉 落差,"[(0, 0.013922496), (1, 0.013920803), (2, 0.01392124), (3, 0.013926813), (4, 0.013918325), (5, 0.9025501), (6, 0.013917741), (7, 0.013922549)]",5
真的 贝瓜 真不知道 南瓜 有假,"[(0, 0.020853385), (1, 0.8537759), (2, 0.020944111), (3, 0.02086319), (4, 0.02094225), (5, 0.020885289), (6, 0.02085916), (7, 0.020876726)]",1
好吃 买回来 不甜 不面 差评 图片,"[(0, 0.01787746), (1, 0.017899394), (2, 0.4447974), (3, 0.017882217), (4, 0.017884372), (5, 0.017875869), (6, 0.017870124), (7, 0.44791317)]",7
一点 特别 垃圾 东西 不让 客服 态度 不好 上次 南瓜 差太 便宜,"[(3, 0.76747924), (7, 0.1747124)]",3
第二次 购买 正宗 南瓜 一点 不粉,"[(0, 0.017881153), (1, 0.017881874), (2, 0.01786931), (3, 0.017863281), (4, 0.017861258), (5, 0.017871045), (6, 0.017863052), (7, 0.87490904)]",7
介绍 蒸完 难吃 虚假 南瓜,"[(0, 0.020883618), (1, 0.582079), (2, 0.0208767), (3, 0.020864885), (4, 0.02087132), (5, 0.2926227), (6, 0.020931257), (7, 0.020870585)]",1
南瓜 一点 好吃 主播 宣传,"[(0, 0.02085406), (1, 0.020879865), (2, 0.020852564), (3, 0.020860447), (4, 0.02087082), (5, 0.020863764), (6, 0.020863852), (7, 0.8539546)]",7
快递 收到 蒸来 南瓜 不粉 一箱 四个 个头 个头 一箱,"[(0, 0.011383459), (1, 0.22041313), (2, 0.71130776), (3, 0.011373155), (4, 0.011385913), (5, 0.011372537), (6, 0.011381206), (7, 0.01138283)]",2
直播间 南瓜 蒸熟 水份 失望,"[(0, 0.020855555), (1, 0.85395545), (2, 0.020872), (3, 0.020861672), (4, 0.020854568), (5, 0.020872425), (6, 0.020856159), (7, 0.020872168)]",1
瓜烂,"[(0, 0.06264382), (1, 0.062643945), (2, 0.0626439), (3, 0.06264399), (4, 0.06264399), (5, 0.062643826), (6, 0.56149244), (7, 0.06264409)]",6
一共 两个 南瓜 不甜,"[(0, 0.025050532), (1, 0.025081005), (2, 0.82470924), (3, 0.02503411), (4, 0.025031388), (5, 0.025012756), (6, 0.025024205), (7, 0.025056733)]",2
南瓜 一点 不面 直播间,"[(0, 0.025017172), (1, 0.025049293), (2, 0.025047997), (3, 0.02503435), (4, 0.025024727), (5, 0.025035122), (6, 0.025016597), (7, 0.8247747)]",7
收到 样子 白毛,"[(0, 0.03126732), (1, 0.031258162), (2, 0.031288352), (3, 0.031281147), (4, 0.031267006), (5, 0.03126277), (6, 0.03130145), (7, 0.7810738)]",7
南瓜 板栗 南瓜 直播间 直播间 上当,"[(0, 0.017871382), (1, 0.017891103), (2, 0.3947807), (3, 0.017883055), (4, 0.017869739), (5, 0.01787936), (6, 0.017877605), (7, 0.49794704)]",7
第一次 差评 南瓜 真的 难吃 一点 不粉 瓜皮 比不上 南瓜 口感,"[(0, 0.010429827), (1, 0.010445322), (2, 0.010470601), (3, 0.010425564), (4, 0.010438528), (5, 0.010430727), (6, 0.010429218), (7, 0.92693025)]",7
正宗 南瓜 骗子 再也 他家 东西,"[(0, 0.44529507), (1, 0.4474494), (2, 0.017872604), (3, 0.01787114), (4, 0.017870186), (5, 0.017886635), (6, 0.017870799), (7, 0.017884213)]",1
南瓜 广告 商家 七天 上当,"[(0, 0.020869104), (1, 0.020898087), (2, 0.020891171), (3, 0.020870924), (4, 0.020878518), (5, 0.020900574), (6, 0.02092159), (7, 0.85377)]",7
好吃 粉烂 试穿 还好 没送,"[(0, 0.020859312), (1, 0.020858373), (2, 0.020857528), (3, 0.020889657), (4, 0.020853955), (5, 0.020862633), (6, 0.020854205), (7, 0.8539644)]",7
南瓜 不好 还行 一共 一箱 一箱 不守信用,"[(0, 0.7255535), (1, 0.015656145), (2, 0.18055509), (3, 0.015645554), (4, 0.01565246), (5, 0.015641902), (6, 0.01564314), (7, 0.015652182)]",0
第一 购买 味道 不错 第二次 购买 收到 第一次 香甜 口感 远不如 第一次 好吃 不粉 淡水 感觉,"[(0, 0.12740423), (7, 0.82839406)]",7
回复,"[(0, 0.062503606), (1, 0.06260401), (2, 0.06251626), (3, 0.56224084), (4, 0.062508725), (5, 0.06257402), (6, 0.062503606), (7, 0.06254894)]",3
冲着 主播 推荐 实物 粉面 收到,"[(0, 0.017877199), (1, 0.01790343), (2, 0.218043), (3, 0.017883379), (4, 0.017884186), (5, 0.01792021), (6, 0.67461437), (7, 0.017874252)]",6
描述 相符 情况 到手 打开 箱子 第一个 好吃 干面 南瓜 第二个 水拉 难吃 南瓜 假货,"[(3, 0.3698876), (4, 0.5831097)]",4
主播 贝瓜 一点 好吃,"[(0, 0.02502967), (1, 0.025051586), (2, 0.025041873), (3, 0.025019323), (4, 0.5391008), (5, 0.31068316), (6, 0.025024083), (7, 0.02504948)]",4
上当 板栗 南瓜 水瓜,"[(0, 0.025051069), (1, 0.025057983), (2, 0.02505485), (3, 0.025036912), (4, 0.025025882), (5, 0.025039054), (6, 0.40736663), (7, 0.44236767)]",7
真的 无语 个瓜 长毛 恶心,"[(0, 0.020858696), (1, 0.020854635), (2, 0.020862155), (3, 0.020845147), (4, 0.020861816), (5, 0.020876119), (6, 0.020843957), (7, 0.85399747)]",7
昨天 收到 早上 真的 南瓜 水叽,"[(0, 0.017884145), (1, 0.017895956), (2, 0.8747046), (3, 0.01792614), (4, 0.017892685), (5, 0.017896557), (6, 0.017889414), (7, 0.017910516)]",2
视频 一点 上当,"[(0, 0.031338558), (1, 0.031291522), (2, 0.03129675), (3, 0.03125882), (4, 0.03129412), (5, 0.780923), (6, 0.03130422), (7, 0.03129305)]",5
差评 冤枉,"[(0, 0.041716352), (1, 0.041731365), (2, 0.70795983), (3, 0.041715935), (4, 0.04172044), (5, 0.04171712), (6, 0.04172246), (7, 0.04171647)]",2
正宗 南瓜 一点 快递 打开 泡沫,"[(0, 0.017883752), (1, 0.8748354), (2, 0.017878914), (3, 0.017869694), (4, 0.017886395), (5, 0.017876733), (6, 0.017882805), (7, 0.01788636)]",1
一点 别家 差远了 好吃,"[(0, 0.025017511), (1, 0.025031017), (2, 0.29044607), (3, 0.025006281), (4, 0.025041502), (5, 0.5594148), (6, 0.025008146), (7, 0.025034638)]",5
直播间 一点 不甜 好吃,"[(0, 0.025017394), (1, 0.82478803), (2, 0.02504035), (3, 0.02502554), (4, 0.025022773), (5, 0.02505062), (6, 0.025016302), (7, 0.025039004)]",1
大果 收到 祖孙 三辈 两个 不良 商家 此家 信誉度 报应 烂掉,"[(0, 0.0104349675), (1, 0.010432543), (2, 0.010434478), (3, 0.010433267), (4, 0.0104363235), (5, 0.010455667), (6, 0.9269417), (7, 0.010431058)]",6
商家 老瓜 收到 假货 上当,"[(0, 0.020885434), (1, 0.020878626), (2, 0.5010722), (3, 0.3736325), (4, 0.020872105), (5, 0.020897493), (6, 0.020893298), (7, 0.020868346)]",2
描述 相符 情况 第二次 直播间 第二次 好吃 不粉 难吃,"[(0, 0.012520339), (1, 0.012525477), (2, 0.012515711), (3, 0.43881166), (4, 0.012510168), (5, 0.0125149535), (6, 0.012509289), (7, 0.48609242)]",7
好吃 一点 不甜 水唧 一点 粉面,"[(0, 0.017879454), (1, 0.8748617), (2, 0.017873421), (3, 0.017868143), (4, 0.017871719), (5, 0.017885877), (6, 0.017876415), (7, 0.017883217)]",1
收到 一半 垃圾,"[(0, 0.03131919), (1, 0.031267703), (2, 0.031275872), (3, 0.7810175), (4, 0.031275526), (5, 0.031286202), (6, 0.031286582), (7, 0.031271406)]",3
一点 不好 第一次 好吃,"[(0, 0.8246426), (1, 0.025070846), (2, 0.025028024), (3, 0.025023019), (4, 0.025047556), (5, 0.025098758), (6, 0.02501125), (7, 0.025077919)]",0
物流 包装 四个 南瓜 两个 答案,"[(0, 0.017888175), (1, 0.38837582), (2, 0.50422627), (3, 0.017890906), (4, 0.017924726), (5, 0.017885542), (6, 0.017919552), (7, 0.017888995)]",2
性价比 收到 货都 新鲜 很小,"[(0, 0.020873569), (1, 0.020893449), (2, 0.5437888), (3, 0.020868747), (4, 0.020899838), (5, 0.020883491), (6, 0.3309022), (7, 0.02088993)]",2
实物 相辅,"[(0, 0.42384228), (1, 0.041890647), (2, 0.3250688), (3, 0.041836426), (4, 0.041813537), (5, 0.041816942), (6, 0.041901737), (7, 0.041829627)]",0
甜度 不面 好吃,"[(0, 0.031261977), (1, 0.78101563), (2, 0.03127633), (3, 0.031269986), (4, 0.031266876), (5, 0.03128985), (6, 0.031269707), (7, 0.031349637)]",1
新鲜 建议 购买,"[(0, 0.03129495), (1, 0.031272586), (2, 0.031257562), (3, 0.031253137), (4, 0.03125302), (5, 0.7811157), (6, 0.03127346), (7, 0.03127961)]",5
贝瓜 上当,"[(0, 0.04169852), (1, 0.041708536), (2, 0.70806366), (3, 0.04167698), (4, 0.041718744), (5, 0.04172547), (6, 0.041726694), (7, 0.0416814)]",2
本来 不想 差评 一共 五个 两个,"[(0, 0.40817446), (1, 0.017892165), (2, 0.017934935), (3, 0.017865906), (4, 0.48451015), (5, 0.01786896), (6, 0.017879577), (7, 0.01787387)]",4
清汤寡水 一点 客服 一句 结束,"[(0, 0.020856597), (1, 0.020865273), (2, 0.020854516), (3, 0.020870818), (4, 0.020860715), (5, 0.020866817), (6, 0.020851789), (7, 0.8539735)]",7
负责 任的 南瓜,"[(0, 0.031278238), (1, 0.781036), (2, 0.031278327), (3, 0.031284157), (4, 0.031274002), (5, 0.03127125), (6, 0.031273875), (7, 0.031304184)]",1
坏果 长霉,"[(0, 0.041729376), (1, 0.041691594), (2, 0.70808774), (3, 0.041691277), (4, 0.041690253), (5, 0.04172031), (6, 0.04170541), (7, 0.041684065)]",2
几次 缺斤短两,"[(0, 0.04169666), (1, 0.041696053), (2, 0.04169604), (3, 0.04170166), (4, 0.041699983), (5, 0.041724376), (6, 0.04169705), (7, 0.7080882)]",7
难吃 一点 味道,"[(0, 0.031278536), (1, 0.78108984), (2, 0.03127574), (3, 0.03125565), (4, 0.03126599), (5, 0.03127892), (6, 0.031274576), (7, 0.03128076)]",1
一点 不甜 水份,"[(0, 0.031290088), (1, 0.78102434), (2, 0.031294223), (3, 0.031268317), (4, 0.031264834), (5, 0.03128516), (6, 0.031293184), (7, 0.031279862)]",1
水瓜 面瓜,"[(0, 0.7075097), (1, 0.041780353), (2, 0.041777004), (3, 0.04178354), (4, 0.041783623), (5, 0.04177119), (6, 0.041838355), (7, 0.041756243)]",0
一点 不面 再也,"[(0, 0.03132767), (1, 0.03129775), (2, 0.031271774), (3, 0.031253867), (4, 0.0312819), (5, 0.031282723), (6, 0.03126223), (7, 0.7810221)]",7
真的 南瓜 一点 好吃,"[(0, 0.025018286), (1, 0.025041614), (2, 0.025017735), (3, 0.025017444), (4, 0.025019273), (5, 0.025045892), (6, 0.025008002), (7, 0.8248318)]",7
那种 板栗 南瓜 好吃,"[(0, 0.025025861), (1, 0.025025291), (2, 0.025017912), (3, 0.025010685), (4, 0.025010167), (5, 0.025017306), (6, 0.025003713), (7, 0.82488906)]",7
南瓜 一点 不面,"[(0, 0.031275753), (1, 0.03130412), (2, 0.031271026), (3, 0.03126357), (4, 0.0312641), (5, 0.031278726), (6, 0.03126262), (7, 0.7810801)]",7
难吃 中果,"[(0, 0.041736614), (1, 0.041802865), (2, 0.041748974), (3, 0.04170727), (4, 0.04169851), (5, 0.041739546), (6, 0.041711368), (7, 0.7078548)]",7
难吃 不面 不甜 难吃,"[(0, 0.025005812), (1, 0.8248956), (2, 0.025021328), (3, 0.02500423), (4, 0.025008637), (5, 0.025007118), (6, 0.025009982), (7, 0.025047302)]",1
一比 差劲,"[(0, 0.041835364), (1, 0.45825988), (2, 0.041785374), (3, 0.04177245), (4, 0.041742835), (5, 0.2910969), (6, 0.041740153), (7, 0.041767105)]",1
贝瓜 被骗 三儿 商家,"[(0, 0.025024487), (1, 0.025036784), (2, 0.025040668), (3, 0.025034163), (4, 0.8247646), (5, 0.025036564), (6, 0.025035989), (7, 0.025026726)]",4
好吃 不甜 好吃 宣传,"[(0, 0.025019845), (1, 0.025081981), (2, 0.025034608), (3, 0.025020236), (4, 0.025013637), (5, 0.025038177), (6, 0.025033318), (7, 0.82475823)]",7
那种 干面 水气 那种 南瓜 甜度,"[(0, 0.43085092), (1, 0.1718182), (2, 0.01789872), (3, 0.017910525), (4, 0.017918508), (5, 0.0178997), (6, 0.017910305), (7, 0.3077931)]",0
真的 南瓜 难吃 要死,"[(0, 0.025010107), (1, 0.44302145), (2, 0.025025193), (3, 0.4068138), (4, 0.025025485), (5, 0.025034625), (6, 0.025008833), (7, 0.025060518)]",1
南瓜 太假 一点 好吃,"[(0, 0.025019288), (1, 0.8248366), (2, 0.025015632), (3, 0.025015172), (4, 0.025014695), (5, 0.025034236), (6, 0.02500897), (7, 0.025055388)]",1
二个,"[(0, 0.06250468), (1, 0.06250468), (2, 0.062509745), (3, 0.06250469), (4, 0.06250469), (5, 0.06251687), (6, 0.56244993), (7, 0.06250469)]",6
南瓜 不好 正宗 南瓜,"[(0, 0.025037954), (1, 0.82480514), (2, 0.025019065), (3, 0.025025342), (4, 0.025042892), (5, 0.025011886), (6, 0.025010005), (7, 0.025047714)]",1
上当 难吃 差平,"[(0, 0.031268474), (1, 0.031363986), (2, 0.7809887), (3, 0.031259276), (4, 0.03126864), (5, 0.031279504), (6, 0.03128621), (7, 0.031285208)]",2
好吃 不粉 玩意,"[(0, 0.031273894), (1, 0.031326156), (2, 0.78089684), (3, 0.031271372), (4, 0.031282634), (5, 0.031340923), (6, 0.03125394), (7, 0.03135423)]",2
不想 评论 客服 态度,"[(0, 0.48750195), (1, 0.025025722), (2, 0.025032997), (3, 0.36230627), (4, 0.025045414), (5, 0.025029505), (6, 0.025032137), (7, 0.025026023)]",0
水分 超级 皮往死厚,"[(0, 0.031287506), (1, 0.56685895), (2, 0.031282965), (3, 0.031304568), (4, 0.03128702), (5, 0.24532376), (6, 0.031297628), (7, 0.03135762)]",1
图片 看起 一点,"[(0, 0.031367637), (1, 0.031331502), (2, 0.03133881), (3, 0.031401154), (4, 0.031415), (5, 0.031291634), (6, 0.031290885), (7, 0.7805634)]",7
难吃 南瓜 太水,"[(0, 0.03128578), (1, 0.49396086), (2, 0.031313915), (3, 0.031295802), (4, 0.03128467), (5, 0.031275813), (6, 0.31825337), (7, 0.03132979)]",1
